invoice,date,storenumber,storename,address,city,zipcode,storelocation,countynumber,county,category,categoryname,vendornumber,vendorname,itemnumber,itemdescription,pack,bottlevolume,statebottlecost,statebottleretail,bottlessold,sale,volumesoldl,volumesoldg
INV-42102600011,11/17/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1081300,American Cordials & Liqueur,434,LUXCO INC,78866,Paramount Creme de Cacao White,12,750,$5.00 ,$7.50 ,2,15,1.5,0.39
INV-42102500009,11/17/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,12408,Canadian Ltd Whisky,6,1750,$7.43 ,$11.15 ,12,164.52,21,5.54
INV-42101600004,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011600,Straight Rye Whiskies,214,GoAmericaGo Beverages LLC / WhistlePig,26697,WhistlePig FarmStock,6,750,$36.50 ,$54.75 ,6,328.5,4.5,1.18
INV-42101600007,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,346,OLE SMOKY DISTILLERY LLC,86715,Ole Smoky Shine Nog Moonshine,6,750,$12.50 ,$18.75 ,6,112.5,4.5,1.18
INV-42102400006,11/17/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,78129,Smirnoff Pink Lemonade,6,1750,$14.75 ,$22.13 ,6,132.78,10.5,2.77
INV-42102000013,11/17/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,$11.34 ,$17.01 ,12,204.12,12,3.17
INV-42101500019,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062400,Spiced Rum,322,Prestige Wine & Spirits Group / United States Distilled Products Co,77318,Rondiaz Rum Spiced,6,1750,$10.50 ,$15.75 ,12,189,21,5.54
INV-42102700003,11/17/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-42101500039,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42712,Malibu Coconut Mini,12,50,$4.95 ,$7.43 ,12,89.16,0.6,0.15
INV-42102200001,11/17/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,619,Campari America,916890,HA Bond & Lillard Bourbon,12,375,$25.00 ,$37.50 ,1,37.5,0.37,0.09
INV-42101500022,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081300,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,71886,Amaretto E Dolce,12,750,$3.34 ,$5.01 ,12,60.12,9,2.37
INV-42101500025,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82612,Dekuyper Hot Damn! PET,12,750,$6.50 ,$9.75 ,12,117,9,2.37
INV-42101500021,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75230,Kinky Red,6,750,$10.00 ,$15.00 ,6,90,4.5,1.18
INV-42102600016,11/17/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1012400,Irish Whiskies,370,PERNOD RICARD USA,15627,Jameson,12,1000,$19.48 ,$29.22 ,4,116.88,4,1.05
INV-42101500015,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1041100,American Dry Gins,380,Phillips Beverage,31718,Phillips Gin,6,1750,$8.00 ,$12.00 ,6,72,10.5,2.77
INV-42102600015,11/17/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,34029,Absolut Citron,12,1000,$14.99 ,$22.49 ,2,44.98,2,0.52
INV-42102600006,11/17/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1052100,Imported Brandies,420,MOET HENNESSY USA,48106,Hennessy VS,12,750,$20.99 ,$31.49 ,2,62.98,1.5,0.39
INV-42101900001,11/17/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011600,Straight Rye Whiskies,214,GoAmericaGo Beverages LLC / WhistlePig,915177,HA WhistlePig Boss Hog VIII Lapulapus Pacific,3,750,$250.00 ,$375.00 ,1,375,0.75,0.19
INV-42101500020,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062400,Spiced Rum,259,Heaven Hill Brands,43025,Admiral Nelson Spiced PET,12,750,$6.00 ,$9.00 ,12,108,9,2.37
INV-42101500002,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,380,Phillips Beverage,41696,UV Green Apple,12,750,$7.00 ,$10.50 ,12,126,9,2.37
INV-42101500016,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081500,Triple Sec,434,LUXCO INC,86506,Paramount Triple Sec,12,750,$3.42 ,$5.13 ,12,61.56,9,2.37
INV-42102000011,11/17/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,$11.75 ,$17.63 ,24,423.12,24,6.34
INV-42101500033,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,57157,Chi-Chi's Pina Colada,6,1750,$5.75 ,$8.63 ,6,58.5,10.5,2.77
INV-42101500018,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062500,Flavored Rum,65,Jim Beam Brands,44456,Cruzan Raspberry,12,750,$7.00 ,$10.50 ,12,126,9,2.37
INV-42102300005,11/17/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011100,Blended Whiskies,65,Jim Beam Brands,27544,Red Stag Black Cherry,12,750,$11.00 ,$16.50 ,12,198,9,2.37
INV-42102600017,11/17/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1012300,Single Malt Scotch,266,Edrington Group USA LLC,5486,Macallan 12YR,12,750,$40.01 ,$60.02 ,1,60.02,0.75,0.19
INV-42101500014,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,434,LUXCO INC,13038,Canadian Reserve Whisky,6,1750,$8.75 ,$13.13 ,6,78.78,10.5,2.77
INV-42102400004,11/17/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1082100,Imported Cordials & Liqueur,619,Campari America,65127,Grand Marnier Cordon Rouge,6,1000,$25.55 ,$38.33 ,1,38.33,1,0.26
INV-42102300007,11/17/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1700000,Temporary &  Specialty Packages,65,Jim Beam Brands,16580,Bakers 7YR,6,750,$30.00 ,$45.00 ,1,45,0.75,0.19
INV-42101500044,11/17/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced,24,375,$2.99 ,$4.49 ,24,107.76,9,2.37
INV-42102700001,11/17/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,$12.67 ,$19.01 ,12,228.12,12,3.17
INV-42102400002,11/17/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,$47.47 ,$71.21 ,6,427.26,10.5,2.77
INV-42152000003,11/19/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77050,Field Fire,6,750,$12.00 ,$18.00 ,6,108,4.5,1.18
INV-42152000006,11/19/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1701100,Temporary & Specialty Packages,578,S&B Farms Distillery,26231,Sir Winston Wheat,6,750,$21.23 ,$31.85 ,6,191.1,4.5,1.18
INV-42152000002,11/19/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77054,Private First Class,12,750,$12.96 ,$19.44 ,36,699.84,27,7.13
INV-42152000005,11/19/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1011200,Straight Bourbon Whiskies,578,S&B Farms Distillery,26737,Sir Winston Bourbon,6,750,$22.23 ,$33.35 ,6,200.1,4.5,1.18
INV-42152000004,11/19/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77049,Sir Winston Apple,6,750,$13.01 ,$19.52 ,6,117.12,4.5,1.18
INV-42152000001,11/19/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,24,468.48,18,4.75
INV-42331000029,11/24/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1051100,American Brandies,434,LUXCO INC,55088,Paramount Blackberry Brandy,6,1750,$11.29 ,$16.94 ,6,101.64,10.5,2.77
INV-42331400001,11/24/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,$11.75 ,$17.63 ,36,634.68,36,9.51
INV-42329800007,11/24/2021,6034,Three Doors Down Liquor,417 Broad St.,Whittemore          ,50598,POINT (-94.423056 43.063592),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,$11.75 ,$17.63 ,12,211.56,12,3.17
INV-42331400012,11/24/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,$11.34 ,$17.01 ,3,51.03,3,0.79
INV-42330200016,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1051100,American Brandies,434,LUXCO INC,55088,Paramount Blackberry Brandy,6,1750,$11.29 ,$16.94 ,6,101.64,10.5,2.77
INV-42330200001,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,322,Prestige Wine & Spirits Group / United States Distilled Products Co,15298,Windsor Canadian Outdoors Edition Whisky,12,750,$4.67 ,$7.01 ,12,84.12,9,2.37
INV-42330300001,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,81204,Paramount Peppermint Schnapps,24,375,$2.28 ,$3.42 ,24,82.08,9,2.37
INV-42330900006,11/24/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,$4.75 ,$7.13 ,24,171.12,9,2.37
INV-42330200006,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,$19.00 ,$28.50 ,12,342,21,5.54
INV-42330200011,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011500,Bottled in Bond Bourbon,259,Heaven Hill Brands,16096,Evan Williams Bottled in Bond,12,750,$10.00 ,$15.00 ,12,180,9,2.37
INV-42331300003,11/24/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,$7.50 ,$11.25 ,6,67.5,10.5,2.77
INV-42331100023,11/24/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081500,Triple Sec,421,SAZERAC COMPANY  INC,86390,Montezuma Triple Sec,12,1000,$2.13 ,$3.20 ,24,76.8,24,6.34
INV-42331100022,11/24/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1051100,American Brandies,65,Jim Beam Brands,54706,Dekuyper Blackberry Brandy,12,750,$4.50 ,$6.75 ,12,81,9,2.37
INV-42331100030,11/24/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,$2.50 ,$3.75 ,48,180,9.6,2.53
INV-42330200003,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34456,Ketel One,12,750,$11.33 ,$17.00 ,12,204,9,2.37
INV-42330200032,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1022200,100% Agave Tequila,300,McCormick Distilling Co.,89665,Hussongs Platinum Anejo,6,750,$26.50 ,$39.75 ,3,119.25,2.25,0.59
INV-42331300010,11/24/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,57144,Chi-Chi's White Russian,6,1750,$5.75 ,$8.63 ,6,58.5,10.5,2.77
INV-42330200017,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1051100,American Brandies,434,LUXCO INC,56206,Paramount Peach Brandy,12,750,$5.50 ,$8.25 ,12,99,9,2.37
INV-42331000010,11/24/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,13928,McMasters Canadian Whiskey,6,1750,$9.00 ,$13.50 ,6,81,10.5,2.77
INV-42331000034,11/24/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19226,Knob Creek,6,750,$21.00 ,$31.50 ,6,189,4.5,1.18
INV-42330200025,11/24/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82898,Dekuyper Mixed Berry Medley,12,1000,$7.87 ,$11.81 ,12,141.72,12,3.17
INV-42331100035,11/24/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1032100,Imported Vodkas,370,PERNOD RICARD USA,34004,Absolut Swedish Vodka 80prf,24,375,$4.99 ,$7.49 ,24,179.76,9,2.37
